,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,,
11167,"207 - 3091 Dufferin St, Toronto (W4344949) | Zoocasa","469,900","451,900",1,1,550,0,,
11168,"803E - 1900 Lake Shore Blvd W, Toronto (W4400867) | Zoocasa","735,500","648,000",2,2,950,1,,
11169,"802 - 60 Stevenson Rd, Toronto (W4407696) | Zoocasa","399,900","399,000",3,2,1300,1,,
11172,"Ph10 - 22 East Haven Dr, Toronto (E4352832) | Zoocasa","520,000","529,800",2,2,750,1,,
11173,"2305 - 12 York St, Toronto (C4406922) | Zoocasa","593,000","549,900",1,1,550,0,,
11174,"78 Coleridge Ave, Toronto (E4407746) | Zoocasa","900,000","749,900",2,2,N/A ,0,,
11175,"3010 - 42 Charles St E, Toronto (C4375416) | Zoocasa","572,000","598,000",1,1,250,0,,
11177,"7 Phenix Dr, Toronto (E4400066) | Zoocasa","1,230,000","1,149,000",3,4,2250,4,,
11179,"72 Ainsdale Rd, Toronto (E4395170) | Zoocasa","695,000","699,900",4,2,N/A ,3,,
11180,"19 Cleta Dr, Toronto (E4384821) | Zoocasa","870,000","899,000",3,2,1750,6,,
11181,"35 Westbrook Ave, Toronto (E4405242) | Zoocasa","889,000","899,000",2,2,1300,1,,
11183,"66 Sylvan Valleyway, Toronto (C4395836) | Zoocasa","1,164,000","1,198,000",3,3,1700,1,,
11188,"528 Crawford St, Toronto (C4402940) | Zoocasa","1,475,000","1,295,000",4,2,N/A ,2,,
11189,"1611 - 83 Borough Dr, Toronto (E4407110) | Zoocasa","493,000","399,999",2,2,950,2,,
11191,"Ph02 - 140 Bathurst St, Toronto (C4408501) | Zoocasa","490,000","459,900",1,1,550,0,,
11192,"757 Indian Rd, Toronto (W4402351) | Zoocasa","1,130,000","999,000",4,2,1750,0,,
11193,"115 Lappin Ave, Toronto (W4401270) | Zoocasa","1,376,436","999,000",3,2,1750,1,,
11196,"4310 - 101 Charles St E, Toronto (C4382117) | Zoocasa","875,000","899,990",2,2,850,1,,
11197,"193 Macdonell Ave, Toronto (W4402226) | Zoocasa","1,425,000","1,089,000",3,2,1750,2,,
11198,"84 Nortonville Dr, Toronto (E4404964) | Zoocasa","666,000","649,900",4,3,N/A ,4,,
11200,"1206 - 225 Wellesley St, Toronto (C4402105) | Zoocasa","514,000","519,000",2,1,650,1,,
11202,"2202 - 2230 Lake Shore Blvd W, Toronto (W4401211) | Zoocasa","605,000","625,000",2,1,850,1,,
11204,"34 Edgemore Dr, Toronto (W4402655) | Zoocasa","1,350,500","1,298,000",3,2,N/A ,1,,
11205,"1208 - 2183 Lake Shore Blvd W, Toronto (W4401984) | Zoocasa","610,000","659,000",2,1,650,1,,
11206,"1101 - 100 Quebec Ave, Toronto (W4403494) | Zoocasa","975,000","899,900",3,2,1300,1,,
11207,"720 - 55 Stewart St, Toronto (C4409473) | Zoocasa","707,000","699,000",1,1,650,1,,
11208,"308 - 61 Heintzman St, Toronto (W4401658) | Zoocasa","700,000","649,900",2,2,950,1,,
11209,"272 Armadale Ave, Toronto (W4401668) | Zoocasa","1,515,000","1,398,000",4,3,N/A ,2,,
11212,"104 - 11 Thorncliffe Park Dr, Toronto (C4358613) | Zoocasa","490,000","499,900",2,2,1100,1,,
11213,"1113 - 11 Michael Power Pl, Toronto (W4401209) | Zoocasa","516,000","469,900",2,1,850,1,,
11214,"315 - 15 Bruyeres Mews, Toronto (C4395094) | Zoocasa","505,000","515,000",1,1,550,1,,
11216,"100 Angus Dr, Toronto (C4399871) | Zoocasa","912,000","799,000",4,2,N/A ,2,,
11217,"23 Terrace Ave, Toronto (C4407359) | Zoocasa","1,050,000","1,099,000",3,2,N/A ,4,,
11219,"70 Athabaska Ave, Toronto (C4350556) | Zoocasa","1,550,000","1,699,000",4,4,N/A ,4,,
11222,"206 - 280 Howland Ave, Toronto (C4369009) | Zoocasa","1,695,000","1,695,000",3,3,1500,1,,
11227,"1004 - 400 Wellington St W, Toronto (C4401416) | Zoocasa","879,000","839,000",2,2,850,1,,
11230,"509A - 3233 Eglinton Ave E, Toronto (E4397400) | Zoocasa","417,500","429,900",2,2,1300,2,,
11236,"10 - 135 Long Branch Ave, Toronto (W4404358) | Zoocasa","800,000","809,900",3,3,1300,1,,
11239,"2710 - 15 Grenville St, Toronto (C4396153) | Zoocasa","748,900","759,000",2,1,650,0,,
11241,"18 Banstock Dr, Toronto (C4391491) | Zoocasa","1,958,000","1,998,000",3,4,N/A ,4,,
11242,"201 - 28 Cosburn Ave, Toronto (E4397131) | Zoocasa","361,000","369,800",1,1,250,1,,
11244,"42 - 31 Coneflower Cres, Toronto (C4339966) | Zoocasa","692,000","719,900",3,3,1500,2,,
11245,"182 Strathnairn Ave, Toronto (W4400909) | Zoocasa","855,000","799,900",3,2,1300,4,,
11246,"1110 - 2 Clairtrell Rd, Toronto (C4379356) | Zoocasa","667,500","699,500",2,2,950,1,,
11247,"1506 - 153 Beecroft Rd, Toronto (C4402109) | Zoocasa","455,000","458,800",1,1,550,1,,
11255,"11 Southway Rd, Toronto (W4392424) | Zoocasa","2,200,000","2,398,900",4,3,2750,4,,
11256,"1503 - 38 Lee Centre Dr, Toronto (E4393102) | Zoocasa","359,000","359,000",1,1,650,1,,
11257,"63 - 27 Eldora Ave, Toronto (C4400899) | Zoocasa","650,000","655,000",2,2,850,1,,
11258,"367 Howland Ave, Toronto (C4351991) | Zoocasa","1,621,000","1,749,000",3,2,1300,1,,
11259,"80 Rainier Sq, Toronto (E4386240) | Zoocasa","885,000","899,900",4,3,1750,1,,
11260,"1702 - 16 Harrison Garden Blvd, Toronto (C4400378) | Zoocasa","642,500","649,900",2,2,850,1,,
11261,"Ph6 - 102 Bloor St W, Toronto (C4382054) | Zoocasa","1,227,000","1,278,800",2,3,1500,1,,
11265,"1510 - 35 Brian Peck Cres, Toronto (C4392397) | Zoocasa","630,000","650,000",2,2,750,1,,
11268,"502 - 205 Sherway Gardens Rd, Toronto (W4392211) | Zoocasa","555,000","559,999",2,2,850,1,,
11269,"202 - 58 Sidney Belsey Cres, Toronto (W4393539) | Zoocasa","479,000","479,900",3,2,1100,1,,
11271,"2408 - 8 The Esplanade Ave, Toronto (C4398391) | Zoocasa","701,000","637,900",1,1,650,1,,
11272,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
11273,"1109 - 28 Olive Ave, Toronto (C4405258) | Zoocasa","468,000","450,000",1,1,650,1,,
11276,"1503 - 17 Anndale Dr, Toronto (C4400172) | Zoocasa","535,388","555,000",1,1,550,1,,
11278,"241 - 1005 King St W, Toronto (C4392585) | Zoocasa","483,000","485,000",1,1,550,1,,
11280,"Th 7 - 80 Adelaide St E, Toronto (C4390377) | Zoocasa","735,000","745,000",1,2,1100,1,,
11284,"A38 - 300 Mill Rd, Toronto (W4399174) | Zoocasa","677,000","689,900",3,3,1700,1,,
11285,"63 - 2016 Martin Grove Rd, Toronto (W4395815) | Zoocasa","485,000","479,900",3,3,1300,1,,
11286,"1502 - 5 Valhalla Inn Rd, Toronto (W4381423) | Zoocasa","580,000","585,000",2,2,850,1,,
11287,"911 - 29 Rosebank Dr, Toronto (E4403312) | Zoocasa","590,000","573,800",3,3,1500,1,,
11288,"1403 - 33 Lombard St, Toronto (C4403529) | Zoocasa","585,000","549,000",1,1,550,0,,
11289,"806 - 60 Annie Craig Dr, Toronto (W4388770) | Zoocasa","445,000","438,800",1,1,550,1,,
11290,"44 Bloomfield Ave, Toronto (E4408573) | Zoocasa","1,310,000","995,000",3,3,N/A ,0,,
11293,"72 Prust Ave, Toronto (E4402326) | Zoocasa","1,280,000","1,249,000",4,4,2250,0,,
11294,"1569 Dundas St E, Toronto (E4403636) | Zoocasa","960,000","849,900",3,2,N/A ,2,,
11298,"Th #28 - 98 Redpath Ave, Toronto (C4401495) | Zoocasa","670,000","680,000",2,2,950,1,,
11299,"410 - 410 Mclevin Ave, Toronto (E4345962) | Zoocasa","363,000","379,900",2,2,950,1,,
11300,"11 - 50 Hargrave Lane, Toronto (C4343943) | Zoocasa","1,130,000","1,168,000",3,3,1700,2,,
11302,"149 Harvie Ave, Toronto (W4396290) | Zoocasa","780,000","788,800",2,2,N/A ,2,,
11303,"307 Winona Dr, Toronto (C4410665) | Zoocasa","1,233,000","1,233,000",3,2,N/A ,1,,
11304,"37 Vermont Ave, Toronto (C4401313) | Zoocasa","1,519,000","1,295,000",3,2,1750,1,,
11305,"8 Red River Cres, Toronto (E4401718) | Zoocasa","572,500","585,900",3,2,1750,1,,
11306,"58 Courtlands Dr, Toronto (E4399192) | Zoocasa","725,000","689,800",3,3,1750,2,,
11307,"409 - 100 Echo Pt, Toronto (E4366810) | Zoocasa","340,000","371,900",3,1,1300,1,,
11308,"102 - 50 Quebec Ave, Toronto (W4379705) | Zoocasa","878,000","878,000",3,2,1300,1,,
11310,"621 - 399 Spring Garden Ave, Toronto (C4392634) | Zoocasa","633,000","617,000",2,2,750,1,,
11311,"35 Riverhead Dr, Toronto (W4390313) | Zoocasa","855,000","899,900",3,2,N/A ,2,,
11312,"98 Lloyd Manor Rd, Toronto (W4404740) | Zoocasa","1,415,000","1,448,000",4,5,2750,2,,
11317,"612 - 830 Lawrence Ave W, Toronto (W4371716) | Zoocasa","542,000","550,000",2,2,750,1,,
11322,"812 - 103 The Queensway Ave, Toronto (W4401947) | Zoocasa","588,300","585,000",2,2,750,1,,
11323,"41 Whitehorn Cres, Toronto (C4386453) | Zoocasa","1,260,000","1,358,000",4,4,2250,2,,
11324,"2908 - 25 Town Centre Crt, Toronto (E4405761) | Zoocasa","575,000","579,900",2,2,1100,1,,
11326,"73 Niagara St, Toronto (C4404928) | Zoocasa","1,300,000","999,000",2,2,1300,1,,
11327,"3006 - 50 Charles St, Toronto (C4395052) | Zoocasa","584,000","588,900",1,1,250,0,,
11329,"174 Woburn Ave, Toronto (C4400130) | Zoocasa","2,100,000","1,995,000",3,4,N/A ,3,,
11331,"204 - 1785 Eglinton Ave E, Toronto (C4405162) | Zoocasa","446,000","429,900",2,2,850,1,,
11332,"2325 - 15 Northtown Way, Toronto (C4385126) | Zoocasa","507,000","528,000",1,1,550,1,,
11333,"1207 - 1950 Kennedy Rd, Toronto (E4406789) | Zoocasa","325,000","315,000",2,1,950,1,,
11336,"76 Edwin Ave, Toronto (W4400569) | Zoocasa","1,257,000","949,000",4,3,N/A ,1,,
11339,"209 - 2495 Dundas St, Toronto (W4400408) | Zoocasa","505,000","469,900",1,1,550,1,,
11342,"2102 - 38 Dan Leckie Way, Toronto (C4392880) | Zoocasa","450,000","448,800",1,1,550,0,,
11345,"19 Belgate Pl, Toronto (W4407141) | Zoocasa","850,000","849,999",3,2,N/A ,3,,
11346,"506 - 1 Rean Dr, Toronto (C4395770) | Zoocasa","445,000","449,900",1,1,550,1,,
11348,"G18 - 35 Iceboat Terr, Toronto (C4397995) | Zoocasa","1,185,000","1,228,000",3,3,1300,1,,
11350,"61 Gypsy Roseway, Toronto (C4402277) | Zoocasa","972,000","928,000",3,3,1700,1,,
11351,"1007 - 2183 Lake Shore Blvd, Toronto (W4336928) | Zoocasa","790,000","822,000",2,2,850,1,,
11352,"17 Kenridge Ave, Toronto (W4402639) | Zoocasa","1,550,000","1,398,000",3,2,N/A ,3,,
11353,"105 - 12 Rean Dr, Toronto (C4395372) | Zoocasa","732,000","737,500",1,2,950,1,,
11356,"Lph02 - 5 Michael Power Pl, Toronto (W4392743) | Zoocasa","555,000","549,900",2,2,850,1,,
11357,"1107 - 101 Subway Cres, Toronto (W4393417) | Zoocasa","390,000","375,000",1,1,550,1,,
11364,"805 - 1883 Mcnicoll Ave, Toronto (E4352486) | Zoocasa","423,000","438,000",2,2,850,1,,
11366,"2002 - 88 Park Lawn Rd, Toronto (W4392043) | Zoocasa","488,000","498,800",1,1,550,1,,
11367,"1013 - 1001 Bay St, Toronto (C4404162) | Zoocasa","546,000","536,800",1,1,550,0,,
11371,"410 - 82 Lombard St, Toronto (C4399377) | Zoocasa","663,000","649,000",2,2,1100,1,,
11372,"302 - 3 Rean Dr, Toronto (C4396499) | Zoocasa","478,000","488,888",1,1,650,1,,
11373,"2 - 33 Eaton Ave, Toronto (E4402118) | Zoocasa","751,000","499,000",2,1,850,1,,
11374,"35 Highhill Dr, Toronto (E4400680) | Zoocasa","808,888","749,000",3,1,N/A ,3,,
11376,"948 Carlaw Ave, Toronto (E4399739) | Zoocasa","1,300,000","799,000",4,2,N/A ,4,,
11382,"705 - 3563 Lake Shore Blvd W, Toronto (W4405716) | Zoocasa","450,000","457,000",1,1,650,1,,
11383,"814 - 1600 Keele St, Toronto (W4395409) | Zoocasa","397,000","399,900",1,1,650,1,,
11384,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
11386,"510 - 183 Dovercourt Rd, Toronto (C4400593) | Zoocasa","672,000","599,000",1,1,550,0,,
11388,"445 - 24 Southport St, Toronto (W4379090) | Zoocasa","570,000","579,000",2,1,950,2,,
11389,"205 Lawlor Ave, Toronto (E4399440) | Zoocasa","998,625","879,000",3,2,N/A ,1,,
11390,"1201 - 135 Antibes Dr, Toronto (C4382280) | Zoocasa","501,000","519,900",2,2,1100,1,,
11392,"910 - 10 Kenneth Ave, Toronto (C4380002) | Zoocasa","682,500","710,000",2,2,1300,1,,
11393,"126 Mulock Ave, Toronto (W4398738) | Zoocasa","810,000","699,000",3,3,1300,1,,
11394,"205 - 5 Marine Parade Dr S, Toronto (W4403912) | Zoocasa","625,000","610,000",2,2,950,1,,
11395,"503 - 28 Harrison Garden Blvd, Toronto (C4397747) | Zoocasa","438,000","425,000",1,1,550,1,,
11396,"407 - 60 Haslett Ave, Toronto (E4399223) | Zoocasa","511,000","440,000",1,1,550,1,,
11397,"526 - 650 Sheppard Ave E, Toronto (C4385521) | Zoocasa","668,000","675,000",2,2,850,1,,
11398,"517 - 3 Everson Dr, Toronto (C4395252) | Zoocasa","494,000","449,900",1,1,750,1,,
11399,"401 - 270 Scarlett Rd, Toronto (W4371799) | Zoocasa","569,000","569,000",2,2,1100,1,,
11400,"505 - 37 Avondale Ave, Toronto (C4394738) | Zoocasa","1,090,000","1,098,800",3,3,2000,1,,
11401,"2805 - 30 Harrison Garden Blvd, Toronto (C4403581) | Zoocasa","621,000","629,900",2,2,750,1,,
11405,"54 Manorglen Cres, Toronto (E4400793) | Zoocasa","835,000","849,000",3,2,N/A ,6,,
11406,"1612 - 15 Vicora Linkway, Toronto (C4401427) | Zoocasa","420,000","299,000",2,1,950,1,,
11407,"22 Kenneth Wood Cres, Toronto (C4374397) | Zoocasa","1,338,000","1,398,000",3,4,N/A ,2,,
11410,"24 Deevale Rd, Toronto (W4403591) | Zoocasa","917,000","899,900",3,3,N/A ,2,,
11411,"94 Thwaite Ave, Toronto (W4395171) | Zoocasa","733,000","749,900",3,3,N/A ,2,,
11413,"101 Parkview Ave, Toronto (C4400636) | Zoocasa","1,513,000","1,399,000",4,2,N/A ,2,,
11414,"2007 - 3035 Finch Ave W, Toronto (W4407511) | Zoocasa","418,000","419,000",2,1,950,1,,
11418,"221 - 95 Prince Arthur Ave, Toronto (C4355908) | Zoocasa","603,000","609,800",1,1,750,1,,
11419,"402 - 207 Galloway Rd, Toronto (E4406480) | Zoocasa","244,000","245,000",2,1,850,1,,
11424,"637 - 1030 King St W, Toronto (C4396386) | Zoocasa","715,000","699,900",2,2,750,1,,
11427,"823 - 112 George St, Toronto (C4400945) | Zoocasa","703,000","599,900",1,1,750,1,,
11429,"55 Burnside Dr, Toronto (C4373153) | Zoocasa","2,350,000","2,499,999",4,4,3250,2,,
11430,"2810 - 1080 Bay St, Toronto (C4379672) | Zoocasa","1,215,000","1,258,000",2,2,950,1,,
11432,"411E - 500 Queens Quay W, Toronto (C4401464) | Zoocasa","556,000","549,000",1,1,750,1,,
11434,"84 Roseneath Gdns, Toronto (C4401875) | Zoocasa","1,121,000","949,000",3,2,N/A ,1,,
11435,"9472 Sheppard Ave E, Toronto (E4405795) | Zoocasa","536,500","539,900",3,3,1100,1,,
11438,"307 - 54 Sidney Belsey Cres, Toronto (W4391317) | Zoocasa","493,900","499,900",3,2,1500,1,,
11439,"708 - 52 Forest Manor Rd, Toronto (C4391766) | Zoocasa","585,000","598,000",2,2,750,1,,
11440,"907 - 10 Markbrook Lane N, Toronto (W4387277) | Zoocasa","384,000","389,000",2,2,1100,2,,
11443,"408 - 320 Dixon Rd, Toronto (W4367010) | Zoocasa","225,000","249,900",2,1,950,1,,
11444,"18 Redberry Pkwy, Toronto (W4403860) | Zoocasa","978,000","949,000",3,2,1300,5,,
11446,"23 Marsha Dr, Toronto (E4400922) | Zoocasa","930,000","869,900",3,2,N/A ,6,,
11447,"200 - 245 Carlaw Ave, Toronto (E4400616) | Zoocasa","1,245,000","1,249,000",3,1,1700,1,,
11449,"27 Scotia Ave, Toronto (E4402577) | Zoocasa","640,000","649,900",2,1,N/A ,2,,
11450,"21 Didrickson Dr, Toronto (C4404174) | Zoocasa","2,158,800","2,099,000",6,4,N/A ,2,,
11452,"27 De Jong St, Toronto (E4405435) | Zoocasa","739,900","739,000",4,4,2250,1,,
11453,"1005 - 169 Fort York Blvd, Toronto (C4377612) | Zoocasa","725,000","749,888",2,2,750,1,,
11455,"2010 - 181 Dundas St E, Toronto (C4381659) | Zoocasa","640,000","650,000",2,1,650,0,,
11459,"517 - 35 Saranac Blvd, Toronto (C4380868) | Zoocasa","535,000","545,900",2,2,850,1,,
11460,"506 - 560 Front St W, Toronto (C4404650) | Zoocasa","550,000","538,000",1,1,550,0,,
11461,"233 Clendenan Ave, Toronto (W4399418) | Zoocasa","1,225,000","999,000",3,2,N/A ,1,,
11463,"1903 - 18 Graydon Hall Dr, Toronto (C4384055) | Zoocasa","610,000","619,000",2,2,750,1,,
11465,"22 Horfield Ave, Toronto (E4406412) | Zoocasa","750,000","729,900",3,1,N/A ,1,,
11466,"45 - 28 Livingston Rd, Toronto (E4386770) | Zoocasa","618,000","634,000",3,3,1700,1,,
11467,"901 - 180 Markham Rd, Toronto (E4391229) | Zoocasa","315,000","325,000",2,2,950,1,,
11469,"98 Seventeenth St, Toronto (W4399083) | Zoocasa","810,000","749,000",2,1,900,6,,
11473,"4 Geneva Ave, Toronto (C4406585) | Zoocasa","1,150,000","1,150,000",2,2,N/A ,0,,
11474,"3 Mayfield Ave, Toronto (W4397326) | Zoocasa","1,175,000","1,198,000",3,2,N/A ,0,,
11475,"11 Renata Royalway Way, Toronto (C4397013) | Zoocasa","716,000","638,000",3,2,1300,1,,
11477,"1208 - 1360 York Mills Rd, Toronto (C4406378) | Zoocasa","395,000","399,000",2,1,950,1,,
11479,"2409 - 2 Gibbs Rd, Toronto (W4348714) | Zoocasa","596,000","590,000",2,2,750,1,,
11480,"902 - 26 Olive Ave, Toronto (C4395674) | Zoocasa","596,000","568,000",2,2,850,1,,
11481,"2901 - 25 The Esplanade St, Toronto (C4400338) | Zoocasa","630,000","499,900",1,1,750,0,,
11482,"1203 - 6 Eva Rd, Toronto (W4404966) | Zoocasa","413,250","419,900",1,1,750,1,,
11483,"101 - 520 Riverside Dr, Toronto (W4401530) | Zoocasa","825,000","825,000",3,2,1500,1,,
11486,"38 Allenvale Ave, Toronto (C4401164) | Zoocasa","789,900","789,900",3,2,1300,1,,
11488,"608 - 940 Caledonia Rd, Toronto (W4387349) | Zoocasa","260,000","259,000",3,1,850,1,,
11489,"706 - 28 Empress Ave, Toronto (C4403297) | Zoocasa","543,000","565,000",1,1,650,1,,
11490,"1104 - 900 Yonge St, Toronto (C4385897) | Zoocasa","1,475,000","1,498,900",2,2,1700,1,,
11491,"2008 - 32 Davenport Rd, Toronto (C4401390) | Zoocasa","975,000","989,900",2,2,850,1,,
11495,"906 - 59 Annie Craig Dr, Toronto (W4406453) | Zoocasa","476,059","469,000",1,1,550,1,,
11496,"Th 100 - 83 Borough Dr, Toronto (E4397486) | Zoocasa","600,000","599,900",3,3,1500,1,,
11498,"21 Huntsmill Blvd, Toronto (E4387527) | Zoocasa","806,000","838,000",3,3,N/A ,1,,
11500,"3201 - 16 Brookers Lane, Toronto (W4395333) | Zoocasa","617,000","580,000",2,2,850,1,,
11501,"E309 - 1110 Briar Hill Ave, Toronto (W4382632) | Zoocasa","615,000","649,000",2,2,1100,1,,
11502,"11 Brookfield St, Toronto (C4392777) | Zoocasa","1,320,800","1,375,000",3,2,N/A ,1,,
11504,"Ph09 - 5 Michael Power Pl, Toronto (W4395233) | Zoocasa","415,000","419,000",1,1,550,1,,
11506,"903 - 1791 St.Clair Avenue West St, Toronto (W4353834) | Zoocasa","462,000","446,000",1,1,550,0,,
11509,"29 Lorraine Gdns, Toronto (W4343389) | Zoocasa","2,380,000","2,498,000",3,3,N/A ,8,,
11510,"28 Buttonwood Ave, Toronto (W4384211) | Zoocasa","490,000","480,000",2,1,N/A ,0,,
11511,"161 Wintermute Blvd, Toronto (E4372287) | Zoocasa","962,000","998,000",3,3,N/A ,2,,
11514,"3 Tetbury Cres, Toronto (C4403614) | Zoocasa","2,300,000","2,298,000",5,5,3250,6,,
11516,"514 - 1 Leaside Park Dr, Toronto (C4405036) | Zoocasa","387,500","360,000",1,1,650,1,,
11517,"9 Evernby Blvd, Toronto (W4400603) | Zoocasa","875,000","848,888",3,2,N/A ,4,,
11518,"1813 - 17 Zorra St, Toronto (W4404151) | Zoocasa","431,000","429,990",1,1,550,1,,
11519,"264 Koning Crt, Toronto (E4402063) | Zoocasa","828,800","828,800",3,2,N/A ,4,,
11520,"115 - 205 The Donway W, Toronto (C4402672) | Zoocasa","490,000","489,900",1,2,750,1,,
11521,"64 Harris Ave, Toronto (E4403223) | Zoocasa","950,000","849,000",3,2,N/A ,1,,
11522,"11 Featherwood Pl, Toronto (W4400183) | Zoocasa","1,150,000","999,900",3,3,N/A ,3,,
11524,"37 Allanbrooke Dr, Toronto (W4387431) | Zoocasa","940,000","949,000",3,2,N/A ,4,,
11525,"20 Elvina Gdns, Toronto (C4388454) | Zoocasa","922,000","945,000",3,1,N/A ,2,,
11526,"39 Ferguson St, Toronto (E4404030) | Zoocasa","746,000","760,000",3,3,1750,1,,
11528,"750 - 155 Dalhousie St, Toronto (C4400163) | Zoocasa","920,000","929,000",2,2,1100,1,,
11530,"404 - 1030 King St W, Toronto (C4391750) | Zoocasa","404,000","368,000",0,1,250,0,,
11531,"211 - 23 Lorraine Dr, Toronto (C4392267) | Zoocasa","615,000","598,800",2,2,850,1,,
11533,"1707 - 159 Dundas St E, Toronto (C4390291) | Zoocasa","645,000","638,800",2,2,650,0,,
11537,"605 - 155 Yorkville Ave, Toronto (C4399930) | Zoocasa","483,000","485,000",1,1,250,0,,
11538,"508 - 393 King St W, Toronto (C4390952) | Zoocasa","486,500","489,000",1,1,550,1,,
11539,"404 - 20 Gladstone Ave, Toronto (C4386668) | Zoocasa","628,875","659,000",2,2,750,1,,
11543,"36 - 4699 Kingston Rd, Toronto (E4396680) | Zoocasa","478,500","489,900",3,3,1300,1,,
11544,"490 Montrose Ave, Toronto (C4406272) | Zoocasa","1,328,000","1,100,000",3,3,N/A ,0,,
11547,"8 Khedive Ave, Toronto (C4399153) | Zoocasa","607,800","589,000",2,2,N/A ,1,,
11548,"530 - 830 Lawrence Ave, Toronto (W4382095) | Zoocasa","395,000","399,999",1,1,550,0,,
11551,"607 - 30 Gloucester St, Toronto (C4392792) | Zoocasa","345,000","345,000",0,1,250,1,,
11552,"94 - 151 L'amoreaux Dr, Toronto (E4388072) | Zoocasa","510,000","489,000",3,2,1300,1,,
11554,"513 - 1470 Midland Ave, Toronto (E4394592) | Zoocasa","419,500","419,000",2,2,950,1,,
11557,"1505 - 35 Hayden St, Toronto (C4390199) | Zoocasa","749,000","749,000",2,2,850,0,,
11558,"503 - 88 Colgate Ave, Toronto (E4389579) | Zoocasa","651,000","649,000",1,1,550,1,,
11561,"1 Hambly Ave, Toronto (E4397119) | Zoocasa","1,614,375","1,665,000",4,2,N/A ,2,,
11565,"Th17 - 6 Pirandello St, Toronto (C4394631) | Zoocasa","765,000","789,000",2,2,950,1,,
11567,"2807 - 80 Marine Parade Dr, Toronto (W4347916) | Zoocasa","700,000","719,000",2,2,950,1,,
11568,"4209 - 15 Fort York Blvd, Toronto (C4390070) | Zoocasa","507,500","529,000",1,1,250,0,,
11571,"7 Edith Ave, Toronto (W4392723) | Zoocasa","810,000","848,000",3,2,N/A ,2,,
11572,"2206 - 77 Harbour Sq, Toronto (C4402172) | Zoocasa","699,900","699,900",1,1,850,1,,
11573,"404 - 477 Richmond St W, Toronto (C4397390) | Zoocasa","429,000","429,000",0,1,550,0,,
11574,"305 - 2050 Bridletowne Circ, Toronto (E4384472) | Zoocasa","377,000","380,000",3,2,1100,1,,
11575,"11 Donnybrook Lane, Toronto (W4401367) | Zoocasa","1,350,000","1,199,000",3,2,N/A ,4,,
11576,"2717 - 135 Village Green Sq, Toronto (E4380443) | Zoocasa","550,000","549,900",3,2,950,1,,
11577,"519 - 295 Adelaide St W, Toronto (C4400601) | Zoocasa","600,000","588,000",1,1,550,1,,
11578,"725 - 21 Dale Ave, Toronto (C4396026) | Zoocasa","911,000","825,000",2,1,1100,1,,
