,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,,
10700,"601 - 1030 Sheppard Ave W, Toronto (C4407203) | Zoocasa","580,000","588,000",3,2,1100,1,,
10701,"24 Bain Ave, Toronto (E4394429) | Zoocasa","1,530,000","1,550,000",4,1,N/A ,2,,
10703,"159 Silverthorn Ave, Toronto (W4411803) | Zoocasa","605,159","548,800",2,1,N/A ,1,,
10704,"903 - 5039 Finch Ave, Toronto (E4412772) | Zoocasa","436,000","429,999",2,2,950,1,,
10705,"2 Penmarric Pl, Toronto (E4406269) | Zoocasa","790,000","799,000",3,3,1300,2,,
10707,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
10709,"234 - 160 Palmdale Dr, Toronto (E4414506) | Zoocasa","590,000","599,990",3,2,1500,1,,
10714,"48 Rushley Dr, Toronto (E4414472) | Zoocasa","599,000","599,900",3,1,N/A ,3,,
10715,"507 - 29 Pemberton Ave, Toronto (C4405120) | Zoocasa","454,000","450,000",1,1,650,1,,
10717,"901 - 2756 Old Leslie St, Toronto (C4387108) | Zoocasa","395,000","398,000",1,1,550,0,,
10718,"237 - 11 Applewood Lane, Toronto (W4402560) | Zoocasa","655,000","659,900",3,3,1300,1,,
10719,"1 Veery Pl, Toronto (C4411196) | Zoocasa","1,000,000","969,000",3,2,N/A ,3,,
10720,"3 Cathedral Bluffs Dr, Toronto (E4410790) | Zoocasa","885,000","899,000",4,2,N/A ,2,,
10721,"203 Woodycrest Ave, Toronto (E4410120) | Zoocasa","930,000","799,000",2,2,N/A ,4,,
10723,"36 Robbins Ave, Toronto (E4411878) | Zoocasa","891,000","775,000",3,1,N/A ,0,,
10724,"498 Sutherland Dr, Toronto (C4410194) | Zoocasa","1,325,000","1,275,000",3,2,N/A ,4,,
10726,"941 - 39 Queens Quay E, Toronto (C4408849) | Zoocasa","708,000","715,000",1,1,650,1,,
10727,"513 - 88 Colgate Ave, Toronto (E4411558) | Zoocasa","975,000","849,000",2,2,950,1,,
10731,"1201 - 18 Parkview Ave, Toronto (C4407376) | Zoocasa","490,000","459,000",1,1,650,1,,
10732,"817 - 352 Front St W, Toronto (C4411231) | Zoocasa","571,500","559,000",1,1,550,0,,
10733,"2310 - 255 Village Green Sq, Toronto (E4388899) | Zoocasa","393,000","398,000",1,1,550,1,,
10734,"1403 - 2365 Kennedy Rd, Toronto (E4410223) | Zoocasa","389,900","389,900",2,2,1100,1,,
10735,"115 Sexton Cres, Toronto (C4411589) | Zoocasa","800,000","798,000",4,2,N/A ,2,,
10737,"65 Edith Dr, Toronto (C4407900) | Zoocasa","1,315,000","1,245,000",3,2,1300,1,,
10738,"708 - 30 Nelson St, Toronto (C4410163) | Zoocasa","795,000","799,999",2,2,850,1,,
10739,"3001 - 11 Charlotte St, Toronto (C4410586) | Zoocasa","632,000","578,000",1,1,550,0,,
10740,"217 - 270 Wellington St W, Toronto (C4413624) | Zoocasa","730,000","709,000",2,2,950,1,,
10742,"269 Yonge Blvd, Toronto (C4395665) | Zoocasa","1,536,000","1,550,000",3,2,N/A ,4,,
10743,"2405 - 59 Annie Craig Dr, Toronto (W4401168) | Zoocasa","688,000","689,900",2,2,850,1,,
10744,"908 - 138 Princess St, Toronto (C4398912) | Zoocasa","1,674,000","1,699,900",3,2,1700,2,,
10746,"Th#1 - 1398 Bloor St W, Toronto (W4408931) | Zoocasa","783,000","783,000",2,2,1500,1,,
10748,"2217 - 2183 Lake Shore Blvd, Toronto (W4411252) | Zoocasa","560,000","568,880",1,1,650,1,,
10749,"1902 - 4101 Sheppard Ave E, Toronto (E4376158) | Zoocasa","349,000","379,000",3,2,1100,1,,
10752,"5 Sego Royalway Way, Toronto (C4409966) | Zoocasa","699,000","698,000",3,3,1700,1,,
10753,"724 - 29 Queens Quay E, Toronto (C4371151) | Zoocasa","838,500","849,900",2,2,850,1,,
10754,"79 Tiverton Ave, Toronto (E4411404) | Zoocasa","1,250,000","949,000",3,2,N/A ,1,,
10755,"26 Wiley Ave, Toronto (E4410379) | Zoocasa","790,000","799,900",2,1,N/A ,0,,
10757,"1902 - 60 Heintzman St, Toronto (W4387310) | Zoocasa","500,000","515,000",1,1,550,1,,
10761,"A16 - 108 Finch Ave W, Toronto (C4410515) | Zoocasa","673,000","689,000",2,2,1100,1,,
10762,"317 - 155 Yorkville Ave, Toronto (C4394722) | Zoocasa","1,450,000","1,395,000",2,2,1100,1,,
10763,"204 - 2874 Keele St, Toronto (W4381140) | Zoocasa","235,000","230,000",1,1,550,1,,
10765,"523 - 2800 Keele St, Toronto (W4382776) | Zoocasa","425,000","439,900",1,1,550,1,,
10766,"77 Billington Cres, Toronto (C4412812) | Zoocasa","750,000","749,800",4,2,N/A ,2,,
10769,"Ph12 - 330 Mccowan Rd, Toronto (E4401056) | Zoocasa","430,000","449,000",3,2,1300,1,,
10770,"1502 - 889 Bay St, Toronto (C4379126) | Zoocasa","619,900","619,900",1,1,550,1,,
10776,"49 Kingston Rd, Toronto (E4407183) | Zoocasa","960,000","959,000",3,2,N/A ,1,,
10777,"1802 - 78 Harrison Garden Blvd, Toronto (C4411753) | Zoocasa","642,000","635,000",2,2,1100,1,,
10779,"502 - 10 Sunny Glen Way, Toronto (C4408011) | Zoocasa","360,250","359,900",2,1,750,1,,
10780,"615 - 5 Vicora Linkway, Toronto (C4405278) | Zoocasa","369,500","379,900",2,1,850,1,,
10781,"707 - 1101 Leslie St, Toronto (C4408070) | Zoocasa","765,000","788,800",2,2,1100,1,,
10782,"3311 - 33 Sheppard Ave E, Toronto (C4413155) | Zoocasa","565,000","549,000",1,1,550,1,,
10783,"1706 - 352 Front St W, Toronto (C4412930) | Zoocasa","790,000","749,000",2,2,850,1,,
10784,"5 Wembley Dr, Toronto (E4394567) | Zoocasa","1,120,000","1,290,000",3,2,N/A ,1,,
10787,"320 - 83 Scenic Mill Way, Toronto (C4404108) | Zoocasa","880,000","899,000",3,3,2000,1,,
10793,"55 Applefield Dr, Toronto (E4390274) | Zoocasa","790,000","800,000",3,2,N/A ,2,,
10795,"165 Westlake Ave, Toronto (E4401484) | Zoocasa","674,900","674,900",2,2,N/A ,0,,
10799,"402 - 8 Maison Parc Crt, Vaughan (N4409763) | Zoocasa","440,000","439,900",1,1,650,1,,
10800,"34 Merrian Rd, Toronto (E4396012) | Zoocasa","861,000","799,999",7,4,N/A ,5,,
10802,"543 Duplex Ave, Toronto (C4402701) | Zoocasa","1,645,000","1,650,000",3,4,2250,1,,
10803,"Ph6 - 705 King St W, Toronto (C4411542) | Zoocasa","439,900","439,900",0,1,550,0,,
10804,"1102 - 100 Quebec Ave, Toronto (W4403542) | Zoocasa","988,000","988,000",3,2,1300,2,,
10805,"96 Festival Dr, Toronto (C4379612) | Zoocasa","825,000","845,000",3,3,N/A ,2,,
10807,"106 Gledhill Ave, Toronto (E4407160) | Zoocasa","910,000","750,000",3,1,N/A ,0,,
10809,"621 - 701 Sheppard Ave W, Toronto (C4385106) | Zoocasa","575,000","580,000",2,2,850,1,,
10810,"631 Logan Ave, Toronto (E4410698) | Zoocasa","1,503,000","1,195,000",3,3,1300,2,,
10812,"2910 - 101 Peter St, Toronto (C4390829) | Zoocasa","530,000","539,000",1,1,250,0,,
10814,"17 - 280 Sherbourne St, Toronto (C4399049) | Zoocasa","745,000","745,000",3,3,1700,0,,
10815,"1939 Davenport Dr, Toronto (W4409884) | Zoocasa","711,000","679,999",2,2,1750,0,,
10817,"407 - 20 Gladstone Ave, Toronto (C4384644) | Zoocasa","635,000","649,000",2,2,750,1,,
10819,"323 - 1070 Sheppard Ave W, Toronto (W4383138) | Zoocasa","423,000","425,000",1,1,550,1,,
10821,"303 - 90 Queens Wharf Rd, Toronto (C4380586) | Zoocasa","775,000","799,000",2,2,850,1,,
10822,"511 - 19 Grand Trunk Cres, Toronto (C4411107) | Zoocasa","810,000","819,000",2,2,950,1,,
10824,"605 - 3800 Yonge St, Toronto (C4333116) | Zoocasa","995,000","985,000",2,2,1500,1,,
10825,"52 Elliotwood Crt, Toronto (C4409154) | Zoocasa","1,855,000","1,868,000",3,2,N/A ,4,,
10826,"1014 - 5 Northtown Way, Toronto (C4400869) | Zoocasa","463,069","478,900",1,1,550,1,,
10827,"207 - 5101 Dundas St W, Toronto (W4393818) | Zoocasa","580,000","584,900",2,2,950,1,,
10831,"70 Pitt Ave, Toronto (E4404534) | Zoocasa","930,000","960,000",3,2,N/A ,3,,
10834,"1107 - 75 The Donway W, Toronto (C4404401) | Zoocasa","500,000","474,900",1,1,650,1,,
10835,"96 - 151 Townsgate Dr, Vaughan (N4413126) | Zoocasa","625,000","518,888",3,3,1500,1,,
10836,"102 - 1101 Steeles Ave W, Toronto (C4402563) | Zoocasa","430,000","439,000",2,2,1300,1,,
10837,"3210 - 70 Forest Manor Rd, Toronto (C4401461) | Zoocasa","470,000","485,000",1,1,550,1,,
10839,"111 - 20 Bloorview Pl, Toronto (C4391065) | Zoocasa","658,500","669,900",2,2,950,1,,
10840,"50 - 42 Pinery Tr, Toronto (E4386951) | Zoocasa","329,000","319,500",2,1,650,1,,
10841,"409 - 25 Four Winds Dr, Toronto (W4408085) | Zoocasa","424,000","419,000",2,1,1100,1,,
10846,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
10848,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
10851,"702 - 1169 Queen St W, Toronto (C4410861) | Zoocasa","825,000","700,000",2,1,850,0,,
10856,"73 Hickorynut Dr, Toronto (C4393647) | Zoocasa","875,000","899,000",3,2,N/A ,2,,
10857,"2207 - 16 Bonny Castle St, Toronto (C4391322) | Zoocasa","520,000","569,000",1,1,250,0,,
10860,"142 Gradwell Dr, Toronto (E4396519) | Zoocasa","650,000","549,900",2,1,N/A ,2,,
10862,"4307 - 159 Dundas St, Toronto (C4344105) | Zoocasa","650,000","668,000",2,2,650,0,,
10863,"903 - 219 Fort York Blvd, Toronto (C4403285) | Zoocasa","680,000","699,900",2,2,850,1,,
10864,"802 - 233 Carlaw Ave, Toronto (E4407385) | Zoocasa","925,000","685,000",2,1,850,1,,
10869,"510 - 438 King St W, Toronto (C4411546) | Zoocasa","640,000","499,990",1,1,550,0,,
10870,"112 Brookhaven Dr, Toronto (W4396514) | Zoocasa","748,888","769,900",3,2,N/A ,3,,
10871,"1 - 40 Wayside Ave, Toronto (E4401444) | Zoocasa","572,000","539,000",3,2,1300,1,,
10874,"912 - 68 Abell St, Toronto (C4359794) | Zoocasa","458,000","469,990",1,1,550,0,,
10875,"708 - 21 Widmer St, Toronto (C4371180) | Zoocasa","535,000","599,000",1,1,550,0,,
10876,"704 - 250 Jarvis St, Toronto (C4404519) | Zoocasa","542,000","479,900",2,1,850,1,,
10877,"835 - 155 Dalhousie St, Toronto (C4410526) | Zoocasa","550,000","549,800",1,1,650,1,,
10879,"Uph08 - 17 Barberry Pl, Toronto (C4382809) | Zoocasa","691,000","718,000",2,2,850,1,,
10881,"2307 - 36 Lee Centre Dr, Toronto (E4403577) | Zoocasa","450,000","464,900",2,2,850,1,,
10882,"607 - 2737 Keele St, Toronto (W4389350) | Zoocasa","242,000","249,000",1,1,550,1,,
10885,"806 - 18 Harrison Garden Blvd, Toronto (C4407833) | Zoocasa","485,000","479,000",1,1,550,1,,
10886,"718E - 36 Lisgar St, Toronto (C4403633) | Zoocasa","378,900","378,900",1,1,250,0,,
10888,"54 Sundial Cres, Toronto (C4388761) | Zoocasa","767,000","779,000",4,2,N/A ,4,,
10890,"10 Marshall Blvd, Toronto (W4374277) | Zoocasa","1,152,000","1,199,000",4,4,2250,1,,
10891,"3 Stanthorpe Crt, Toronto (W4393507) | Zoocasa","1,515,000","1,539,000",4,3,2750,2,,
10892,"274 Blackthorn Ave, Toronto (W4409672) | Zoocasa","720,000","598,000",3,1,N/A ,0,,
10894,"709 - 28 Olive Ave, Toronto (C4392011) | Zoocasa","466,000","475,900",1,1,650,1,,
10895,"207 - 6 Humberline Dr, Toronto (W4402528) | Zoocasa","349,000","349,000",1,1,750,1,,
10899,"86 Brookside Ave, Toronto (W4401515) | Zoocasa","900,000","850,000",2,1,N/A ,2,,
10903,"3 Stadacona Dr, Toronto (C4402338) | Zoocasa","985,000","899,000",4,4,2250,1,,
10904,"201 - 95 Lombard St, Toronto (C4390020) | Zoocasa","549,900","559,000",1,2,750,1,,
10905,"317 - 11 Superior Ave, Toronto (W4384800) | Zoocasa","402,000","409,000",1,1,550,0,,
10906,"70 Sophia Dr, Toronto (E4400773) | Zoocasa","701,000","698,000",3,2,N/A ,4,,
10908,"701 - 250 Queens Quay W, Toronto (C4410846) | Zoocasa","630,000","639,000",1,1,850,0,,
10909,"2009 - 125 George Appleton Way, Toronto (W4392497) | Zoocasa","380,000","385,900",1,1,550,1,,
10910,"Ph1025 - 55 Stewart St, Toronto (C4393710) | Zoocasa","1,735,000","1,749,000",2,2,1700,1,,
10913,"705 - 560 King St W, Toronto (C4401591) | Zoocasa","820,000","824,900",2,1,850,1,,
10914,"1501 - 88 Sheppard Ave E, Toronto (C4408015) | Zoocasa","535,000","535,000",1,1,550,1,,
10919,"28 Burlington Cres, Toronto (C4404431) | Zoocasa","2,130,000","1,895,000",7,3,2750,2,,
10920,"312 Glenholme Ave, Toronto (C4410997) | Zoocasa","870,000","699,000",4,3,N/A ,2,,
10923,"3404 - 16 Brookers Lane, Toronto (W4403692) | Zoocasa","673,500","679,000",2,2,950,2,,
10924,"119 - 4662 Kingston Rd, Toronto (E4404287) | Zoocasa","642,000","639,999",3,3,2000,2,,
10925,"36 Flerimac Rd, Toronto (E4397472) | Zoocasa","770,000","789,900",3,2,N/A ,4,,
10926,"25 Frith Rd, Toronto (W4409888) | Zoocasa","965,000","989,000",5,5,N/A ,4,,
10927,"306 - 2 Fieldway Rd, Toronto (W4371206) | Zoocasa","780,000","789,000",2,2,1300,1,,
10930,"17 Kimbermount Dr, Toronto (E4392251) | Zoocasa","1,020,000","1,099,999",4,3,2250,2,,
10932,"409 - 2045 Lake Shore Blvd W, Toronto (W4386336) | Zoocasa","660,000","675,000",2,2,1500,1,,
10935,"3102 - 8 Park Rd, Toronto (C4393778) | Zoocasa","769,500","795,000",2,2,850,1,,
10938,"308 - 485 Rosewell Ave, Toronto (C4384242) | Zoocasa","741,000","699,000",2,2,850,1,,
10941,"58 Blueberry Dr, Toronto (E4396113) | Zoocasa","927,800","958,000",4,3,1750,2,,
10943,"807 - 39 Annie Craig Dr, Toronto (W4382941) | Zoocasa","451,000","459,000",1,1,550,1,,
10944,"20 De Jong St, Toronto (E4399234) | Zoocasa","752,000","699,900",4,4,N/A ,1,,
10945,"21 Amanda Dr, Toronto (E4408205) | Zoocasa","820,000","799,000",3,3,N/A ,2,,
10947,"1106 - 190 St George St, Toronto (C4410201) | Zoocasa","719,900","719,900",1,1,750,1,,
10949,"4506 - 386 Yonge St, Toronto (C4403277) | Zoocasa","615,000","599,000",1,1,550,0,,
10951,"711 - 1 Palace Pier Crt, Toronto (W4387820) | Zoocasa","570,000","599,000",1,2,1100,1,,
10952,"120 - 14 Foundry Ave, Toronto (W4405169) | Zoocasa","665,000","659,000",2,2,850,1,,
10954,"606 - 36 Howard Park Ave, Toronto (W4409544) | Zoocasa","785,000","720,000",2,2,750,1,,
10956,"808 - 1888 Bayview Ave, Toronto (C4403825) | Zoocasa","1,275,000","1,285,000",2,3,1300,1,,
10957,"523 - 1 Shaw St W, Toronto (C4403440) | Zoocasa","540,000","529,000",1,1,550,1,,
10958,"309 - 1470 Midland Ave, Toronto (E4356415) | Zoocasa","385,000","389,900",2,2,950,1,,
10960,"1403 - 36 Park Lawn Rd, Toronto (W4400149) | Zoocasa","690,000","699,900",2,2,950,1,,
10961,"Ph 4 - 2212 Lake Shore Blvd W, Toronto (W4402344) | Zoocasa","540,000","539,900",1,1,550,1,,
10962,"E7 - 284 Mill Rd, Toronto (W4410229) | Zoocasa","475,000","449,900",2,2,1100,1,,
10963,"704 - 188 Redpath Ave, Toronto (C4400772) | Zoocasa","615,000","599,000",1,1,650,1,,
10964,"804 - 25 Broadway Ave, Toronto (C4394553) | Zoocasa","745,000","749,000",2,2,850,1,,
10966,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
10967,"810 - 1 Rowntree Rd, Toronto (W4400351) | Zoocasa","410,000","420,000",2,2,1300,1,,
10968,"1112 - 38 Dan Leckie Way, Toronto (C4388637) | Zoocasa","772,000","799,900",2,2,1100,1,,
10969,"1114 - 5 Rowntree Rd, Toronto (W4379941) | Zoocasa","430,000","434,999",2,2,1300,1,,
10971,"6 Timgren Dr, Toronto (E4404133) | Zoocasa","770,000","759,900",3,2,N/A ,3,,
10973,"440 Quebec Ave, Toronto (W4400737) | Zoocasa","1,445,000","1,489,000",4,2,N/A ,2,,
10974,"807 - 1990 Bloor St W, Toronto (W4409224) | Zoocasa","2,760,000","2,799,000",3,3,2125,3,,
10976,"603 - 175 Hilda Ave, Toronto (C4395656) | Zoocasa","516,000","509,900",3,2,1100,2,,
10978,"405 - 181 Davenport Rd, Toronto (C4373117) | Zoocasa","930,000","1,050,000",2,1,750,1,,
10980,"48 Scotney Grve, Toronto (E4402531) | Zoocasa","593,000","548,800",4,2,N/A ,2,,
10981,"917 - 21 Nelson St, Toronto (C4387343) | Zoocasa","870,000","898,000",2,2,1100,1,,
10982,"229 - 30 Stadium Rd, Toronto (C4403329) | Zoocasa","622,000","549,999",2,1,650,1,,
10984,"811 - 8 Lee Centre Dr, Toronto (E4348018) | Zoocasa","405,000","414,900",2,2,850,1,,
10985,"102 - 60 Sidney Belsey Cres N, Toronto (W4410178) | Zoocasa","479,900","479,900",3,2,1100,1,,
10988,"1406 - 8 The Esplanade Ave, Toronto (C4406767) | Zoocasa","590,000","549,900",1,1,550,1,,
10989,"1054 Greenwood Ave, Toronto (E4403745) | Zoocasa","850,000","839,000",2,2,900,2,,
10991,"502 - 1 Hickory Tree Rd, Toronto (W4405123) | Zoocasa","384,000","389,000",2,2,1100,1,,
10997,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
11000,"1745 Lawrence Ave W, Toronto (W4398981) | Zoocasa","1,020,000","1,049,000",4,3,2750,4,,
11001,"1059 St Clarens Ave, Toronto (W4398771) | Zoocasa","810,000","689,000",5,2,N/A ,2,,
11002,"1519 - 75 East Liberty St, Toronto (C4396689) | Zoocasa","667,000","599,000",2,2,750,1,,
11003,"723E - 36 Lisgar St, Toronto (C4397626) | Zoocasa","360,000","375,000",1,1,250,0,,
11004,"494 Jane St, Toronto (W4407803) | Zoocasa","748,000","749,000",3,2,N/A ,4,,
11005,"603 - 1210 Don Mills Rd, Toronto (C4408474) | Zoocasa","669,000","669,000",2,2,1100,1,,
11007,"1505 - 70 Temperance St, Toronto (C4361628) | Zoocasa","448,000","459,900",0,1,250,0,,
11008,"1009 - 7 Bishop Ave, Toronto (C4402946) | Zoocasa","456,000","435,000",1,1,650,1,,
11009,"1912 - 219 Fort York Blvd, Toronto (C4397493) | Zoocasa","601,000","579,900",1,2,650,1,,
11011,"1102 - 38 The Esplanade Ave, Toronto (C4407014) | Zoocasa","1,062,000","1,095,900",2,2,1100,1,,
11013,"3 - 2362 Queen St E, Toronto (E4400795) | Zoocasa","699,900","699,900",2,2,850,1,,
11014,"43 Courtsfield Cres, Toronto (W4411249) | Zoocasa","1,703,000","1,599,000",4,5,N/A ,6,,
11017,"807 - 127 Queen St E, Toronto (C4407256) | Zoocasa","528,000","528,000",1,1,550,0,,
11023,"14 Ladyshot Cres, Toronto (W4401152) | Zoocasa","1,143,000","1,295,000",6,3,N/A ,2,,
11026,"29 Ray Ave, Toronto (W4404760) | Zoocasa","380,000","399,900",2,1,900,0,,
11029,"506 - 86 Gloucester St, Toronto (C4403643) | Zoocasa","675,000","689,900",2,2,1100,1,,
11032,"170 Wintermute Blvd, Toronto (E4394934) | Zoocasa","1,165,000","899,000",4,3,N/A ,3,,
11035,"11 St Bartholomew St, Toronto (C4403508) | Zoocasa","1,050,000","899,000",3,3,1300,1,,
11036,"402 - 236 Albion Rd, Toronto (W4400872) | Zoocasa","301,000","299,000",2,1,850,1,,
11037,"18 Brightview Cres, Toronto (E4377858) | Zoocasa","680,000","699,998",3,2,N/A ,4,,
11038,"202 - 100 Upper Madison Ave, Toronto (C4358080) | Zoocasa","790,000","790,000",2,2,1300,1,,
11043,"1416 - 360 Ridelle Ave, Toronto (W4402314) | Zoocasa","575,200","559,000",2,2,1100,1,,
11045,"2010 - 80 John St W, Toronto (C4401474) | Zoocasa","585,000","569,900",1,1,550,0,,
11047,"154 Firgrove Cres, Toronto (W4387373) | Zoocasa","685,000","725,888",3,2,N/A ,2,,
11048,"503 - 5001 Finch Ave E, Toronto (E4393453) | Zoocasa","358,000","358,000",1,1,650,2,,
11050,"23 Hagley Rd, Toronto (E4403656) | Zoocasa","765,000","755,000",3,2,N/A ,1,,
11052,"9 Wax Myrtleway Way, Toronto (C4387523) | Zoocasa","650,000","688,000",3,4,2000,1,,
11053,"126 Roxborough St W, Toronto (C4399921) | Zoocasa","2,800,000","2,795,000",3,1,N/A ,2,,
11056,"32 Kelway Blvd, Toronto (C4401208) | Zoocasa","2,350,000","2,395,000",3,4,2250,2,,
11057,"704 - 250 Manitoba St, Toronto (W4396602) | Zoocasa","545,200","539,900",1,2,950,1,,
11059,"1504 - 16 Brookers Lane, Toronto (W4407946) | Zoocasa","599,000","599,000",2,2,850,1,,
11060,"1133 - 629 King St W, Toronto (C4327797) | Zoocasa","823,000","838,000",1,2,850,1,,
11061,"120 Leacrest Rd, Toronto (C4357993) | Zoocasa","1,525,000","1,595,000",2,1,N/A ,2,,
11062,"4903 - 16 Harbour St, Toronto (C4381125) | Zoocasa","1,345,000","1,399,000",3,2,1300,1,,
11064,"1410 - 299 Mill Rd, Toronto (W4389742) | Zoocasa","655,000","678,000",3,2,1300,1,,
11065,"603 - 28 Byng Ave, Toronto (C4407143) | Zoocasa","620,000","559,000",2,2,950,1,,
11068,"53 Daniels St, Toronto (W4401948) | Zoocasa","995,000","859,900",3,2,N/A ,2,,
11069,"79 John Garland Blvd, Toronto (W4400629) | Zoocasa","715,000","699,000",4,3,N/A ,4,,
11070,"84 Woodside Ave, Toronto (W4401028) | Zoocasa","1,657,500","1,499,000",4,2,1750,0,,
11071,"9 Macdonald St, Toronto (W4366693) | Zoocasa","845,000","864,999",3,1,2250,2,,
11072,"1903 - 15 Viking Lane, Toronto (W4403609) | Zoocasa","581,000","569,900",2,2,750,1,,
11073,"61 Woody Vine Way, Toronto (C4380563) | Zoocasa","635,000","588,000",3,3,1100,1,,
11075,"23 Glenwood Ave, Toronto (W4399702) | Zoocasa","1,951,500","1,748,000",5,3,2250,1,,
11082,"32 Connaught Ave, Toronto (C4407695) | Zoocasa","1,330,000","1,299,888",3,2,N/A ,2,,
11084,"315 - 1990 Bloor St W, Toronto (W4392711) | Zoocasa","590,000","599,900",1,1,550,0,,
11085,"43 - 42 Pinery Tr, Toronto (E4399924) | Zoocasa","418,000","398,800",3,2,1100,1,,
11089,"1101 - 1080 Bay St, Toronto (C4358201) | Zoocasa","690,000","714,900",1,1,550,1,,
11091,"1406 - 455 Sentinel Rd, Toronto (W4400982) | Zoocasa","408,000","408,000",2,1,950,1,,
11093,"1027 - 111 Elizabeth St, Toronto (C4386366) | Zoocasa","575,000","599,900",1,1,650,1,,
11096,"49 John Tabor Tr, Toronto (E4359394) | Zoocasa","590,000","599,000",2,1,900,3,,
11097,"Lph13 - 15 Stafford St, Toronto (C4355247) | Zoocasa","588,000","599,999",1,1,650,1,,
11099,"304 - 1410 Dupont St, Toronto (W4399874) | Zoocasa","515,000","529,900",1,1,650,1,,
11103,"39 Natalie Pl, Toronto (E4402145) | Zoocasa","1,100,000","978,000",3,3,1750,1,,
11104,"4 - 40 Rexdale Blvd, Toronto (W4402263) | Zoocasa","351,000","299,900",3,2,1100,1,,
11105,"621 - 12 Bonnycastle St, Toronto (C4383979) | Zoocasa","750,000","799,900",2,2,850,0,,
11107,"801 - 3380 Eglinton Ave E, Toronto (E4402786) | Zoocasa","320,000","328,900",2,2,1100,1,,
11109,"22 Pagebrook Dr, Toronto (W4395813) | Zoocasa","1,358,500","1,299,900",4,3,1750,2,,
11112,"80 Calstock Dr, Toronto (W4343454) | Zoocasa","1,005,000","1,075,000",6,3,N/A ,4,,
11113,"200 Rustic Rd, Toronto (W4407285) | Zoocasa","790,000","799,800",3,2,N/A ,4,,
11114,"115 - 60 Fairfax Cres N, Toronto (E4392209) | Zoocasa","460,000","428,000",2,1,650,1,,
11118,"432 - 34 Western Battery Rd, Toronto (C4403347) | Zoocasa","452,500","399,000",1,1,250,1,,
11120,"273 Coleridge Ave, Toronto (E4403648) | Zoocasa","875,000","849,900",2,1,N/A ,1,,
11121,"63 Sorlyn Ave, Toronto (W4402552) | Zoocasa","710,000","679,900",3,2,N/A ,2,,
11122,"1411 - 5 Massey Sq, Toronto (E4407775) | Zoocasa","350,000","359,999",2,1,1100,0,,
11123,"1508 - 19 Singer Crt, Toronto (C4401378) | Zoocasa","695,000","679,900",2,2,1100,1,,
11126,"4 - 438 Kenneth Ave, Toronto (C4396137) | Zoocasa","655,000","599,000",2,3,1100,1,,
11127,"512 - 18 Holmes Ave, Toronto (C4401246) | Zoocasa","465,000","475,000",1,1,550,1,,
11128,"201 - 1785 Markham Rd, Toronto (E4395799) | Zoocasa","439,000","419,900",2,2,1100,1,,
11131,"141 Humewood Dr, Toronto (C4385251) | Zoocasa","1,405,000","1,439,000",4,3,N/A ,1,,
11132,"1502 - 61 St Clair Ave W, Toronto (C4395919) | Zoocasa","1,900,000","1,995,000",2,2,2000,1,,
11134,"605 - 1555 Finch Ave E, Toronto (C4391155) | Zoocasa","700,000","718,000",2,2,1700,2,,
11135,"404 - 155 Dalhousie St, Toronto (C4407773) | Zoocasa","961,013","959,000",2,2,1300,2,,
11136,"1707 - 33 Lombard St, Toronto (C4404005) | Zoocasa","605,000","558,800",1,1,550,0,,
11137,"704 - 741 Sheppard Ave W, Toronto (C4345591) | Zoocasa","510,000","523,900",2,1,750,1,,
11138,"3510 - 88 Sheppard Ave E, Toronto (C4403097) | Zoocasa","547,000","468,800",1,1,550,1,,
11141,"412 - 80 Western Battery Rd, Toronto (C4392055) | Zoocasa","677,500","679,000",1,2,750,1,,
11143,"61A Gainsborough Rd, Toronto (E4403714) | Zoocasa","895,000","789,800",3,1,1300,0,,
11148,"1008 - 295 Adelaide St W, Toronto (C4402587) | Zoocasa","780,000","788,800",2,2,750,1,,
11152,"503 Oakwood Ave, Toronto (C4380335) | Zoocasa","2,050,000","1,979,000",8,7,N/A ,3,,
11153,"59 Leameadow Way, Toronto (E4357861) | Zoocasa","630,000","649,000",3,3,1750,3,,
11155,"22 Parndon Pl, Toronto (E4402636) | Zoocasa","757,000","689,900",3,2,N/A ,2,,
11157,"913 - 352 Front St W, Toronto (C4389286) | Zoocasa","570,000","589,990",1,1,650,0,,
11158,"802 - 88 Broadway Ave, Toronto (C4408853) | Zoocasa","528,000","449,000",1,1,550,0,,
11161,"1915 - 800 Lawrence Ave W, Toronto (W4403808) | Zoocasa","450,000","455,600",1,1,550,1,,
11162,"2204 - 15 Greenview Ave, Toronto (C4406254) | Zoocasa","682,000","695,000",2,2,850,1,,
11163,"124 Neddie Dr, Toronto (E4403689) | Zoocasa","635,000","500,000",4,2,N/A ,1,,
11164,"12 Hazelwood Ave, Toronto (E4402891) | Zoocasa","1,125,100","950,000",3,2,N/A ,1,,
11166,"206 - 20 Avoca Ave, Toronto (C4392256) | Zoocasa","1,300,143","1,149,000",2,2,1100,1,,
